session_id,step_idx,timestamp,freq_0,amp_0,offset_0,phase_0,freq_1,amp_1,offset_1,phase_1,freq_2,amp_2,offset_2,phase_2,recent_speed,recent_speed_delta,stuck_prob,trial_count,hint_count,time_in_session,action,reward,done
session_0000,0,2024-01-01 10:00:00,1.1583176596280784,0.7151587519468297,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6566838211942119,0.17163858316617225,0.4024808472381962,1.1755789068433506,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.8730172072240079,0.6084648845698419,0.04544774435695538,0,0,0,0,1.2169297691396839,False
session_0000,1,2024-01-01 10:01:00,1.1583176596280784,0.7151587519468297,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6566838211942119,0.17163858316617225,0.4024808472381962,1.2195014219087144,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.8408905890589362,-0.032126618165071674,0.22090519362597366,1,1,30,6,-0.1,False
session_0000,2,2024-01-01 10:02:00,1.1583176596280784,0.7151587519468297,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6412308729873316,0.17163858316617225,0.4024808472381962,1.2195014219087144,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.8310352583590758,-0.009855330699860443,0.3389277415703935,2,1,60,0,0.0,False
session_0000,3,2024-01-01 10:03:00,1.1583176596280784,0.7151587519468297,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6843129732881199,0.17163858316617225,0.4024808472381962,1.2195014219087144,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.9530717144656361,0.12203645610656033,0.19350194648684202,3,1,90,0,0.24407291221312066,False
session_0000,4,2024-01-01 10:04:00,1.2507145730144027,0.7151587519468297,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6843129732881199,0.17163858316617225,0.4024808472381962,1.2195014219087144,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.839388738275121,-0.11368297619051515,0.24514098524518674,4,1,120,0,0.0,False
session_0000,5,2024-01-01 10:05:00,1.2507145730144027,0.7894841690671739,0.11842081743561833,0.29586686425840997,1.963433527455134,0.6843129732881199,0.17163858316617225,0.4024808472381962,1.2195014219087144,0.4224788145395488,0.2560589933091611,2.0227619311481257,0.8610950120050729,0.02170627372995193,0.16645196027904022,5,2,150,3,-0.056587452540096145,True
session_0001,0,2024-01-01 11:00:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.497276284888048,0.6230992271758011,0.16843741861318073,1.4417264290477112,1.3531117939293407,0.2838781988765945,-0.23128195587841593,2.0998498343986047,0.7438891600567461,0.5496699188281196,0.15299977148320512,0,1,0,1,0.9993398376562391,False
session_0001,1,2024-01-01 11:01:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.497276284888048,0.6230992271758011,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.2838781988765945,-0.23128195587841593,2.0998498343986047,0.8647688987407363,0.12087973868399016,0.006163566913587881,1,1,30,0,0.2417594773679803,False
session_0001,2,2024-01-01 11:02:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.497276284888048,0.5944035784435588,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.2838781988765945,-0.23128195587841593,2.0998498343986047,0.7727415235904023,-0.09202737515033399,0.1616605483378132,2,1,60,0,0.0,False
session_0001,3,2024-01-01 11:03:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.497276284888048,0.5944035784435588,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.3529267342833713,-0.23128195587841593,2.0998498343986047,0.8184005322847662,0.0456590086943639,0.1567796418212827,3,2,90,1,-0.008681982611272204,False
session_0001,4,2024-01-01 11:04:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.5201150467659186,0.5944035784435588,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.3529267342833713,-0.23128195587841593,2.0998498343986047,0.8043829913604732,-0.01401754092429297,0.1545424146267721,4,2,120,0,0.0,False
session_0001,5,2024-01-01 11:05:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.5201150467659186,0.5944035784435588,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.3529267342833713,-0.23128195587841593,2.0998498343986047,0.8618279124530849,0.05744492109261168,0.03225435580672036,5,2,150,0,0.11488984218522336,False
session_0001,6,2024-01-01 11:06:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.6199228131118364,0.5944035784435588,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.3529267342833713,-0.23128195587841593,2.0998498343986047,0.8225742375537429,-0.03925367489934195,0.21030241782957532,6,3,180,1,-0.1,False
session_0001,7,2024-01-01 11:07:00,0.7096287254139647,0.31994492148506504,-0.29558263814939667,2.472195843291439,1.6199228131118364,0.4496923312012501,0.16843741861318073,1.4417264290477112,1.3824229104973045,0.3529267342833713,-0.23128195587841593,2.0998498343986047,0.7679779176082152,-0.054596319945527716,0.4923795329099029,7,4,210,4,-0.1,True
session_0002,0,2024-01-01 12:00:00,1.9537645660215859,0.6672505423794768,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.2578345772920996,0.24156143792630497,1.4318634438216848,0.8035450471928455,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7805444591900454,0.5092216023715703,0.14389259119018735,0,0,0,0,1.0184432047431407,False
session_0002,1,2024-01-01 12:01:00,1.9537645660215859,0.7473394869455225,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.2578345772920996,0.24156143792630497,1.4318634438216848,0.8035450471928455,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7137497674883518,-0.06679469170169361,0.23316148043412194,1,0,30,0,0.0,False
session_0002,2,2024-01-01 12:02:00,1.9537645660215859,0.7473394869455225,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.34134570188355745,0.24156143792630497,1.4318634438216848,0.8035450471928455,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7952948637656392,0.08154509627728734,0.02068059354451033,2,0,60,0,0.1630901925545747,False
session_0002,3,2024-01-01 12:03:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.34134570188355745,0.24156143792630497,1.4318634438216848,0.8035450471928455,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7173877240013531,-0.07790713976428609,0.26818309829628334,3,0,90,0,0.0,False
session_0002,4,2024-01-01 12:04:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.34134570188355745,0.24156143792630497,1.4318634438216848,0.8035450471928455,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7354430773187914,0.01805535331743835,0.15654704545005727,4,0,120,0,0.0361107066348767,False
session_0002,5,2024-01-01 12:05:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.34134570188355745,0.24156143792630497,1.4318634438216848,0.8242655188566453,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7388171725439554,0.0033740952251639644,0.24469788021139077,5,0,150,0,0.006748190450327929,False
session_0002,6,2024-01-01 12:06:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.24953118202458624,0.24156143792630497,1.4318634438216848,0.8242655188566453,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7674823562458836,0.028665183701928165,0.16525838483887156,6,1,180,4,-0.042669632596143675,False
session_0002,7,2024-01-01 12:07:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.19774849438329567,0.24156143792630497,1.4318634438216848,0.8242655188566453,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.6830203501852914,-0.08446200606059218,0.2844480186079623,7,1,210,0,0.0,False
session_0002,8,2024-01-01 12:08:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.19774849438329567,0.24156143792630497,1.4318634438216848,0.837292971003934,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.817194218186391,0.13417386800109965,0.1832023690275216,8,1,240,0,0.2683477360021993,False
session_0002,9,2024-01-01 12:09:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.19774849438329567,0.24156143792630497,1.4318634438216848,0.728509061323571,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7161095177059826,-0.10108470048040841,0.3116502944128604,9,1,270,0,0.0,False
session_0002,10,2024-01-01 12:10:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.19774849438329567,0.24156143792630497,1.4318634438216848,0.728509061323571,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7764263999724951,0.06031688226651244,0.10301142584634292,10,1,300,0,0.12063376453302488,False
session_0002,11,2024-01-01 12:11:00,1.9537645660215859,0.6888680164721573,0.13013411349539739,1.4117107939410005,0.9083623427677385,0.19774849438329567,0.24156143792630497,1.4318634438216848,0.728509061323571,0.38357397449039154,0.0475317413651376,0.5553480762365135,0.7794824617413059,0.0030560617688107916,0.1589821238784658,11,1,330,0,0.006112123537621583,True
session_0003,0,2024-01-01 13:00:00,1.837515899382371,0.6491648116741696,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.2566800008369092,0.14807376680941559,0.8245440286806586,0.7706212484117512,0.48325861830499534,0.024551586482297206,0,1,0,3,0.8665172366099907,False
session_0003,1,2024-01-01 13:01:00,1.837515899382371,0.6491648116741696,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.2375206347801098,0.14807376680941559,0.8245440286806586,0.9092275180776246,0.13860626966587342,0.1749124081674929,1,1,30,0,0.27721253933174683,False
session_0003,2,2024-01-01 13:02:00,1.837515899382371,0.6491648116741696,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.17832986635117135,0.14807376680941559,0.8245440286806586,0.8270205948651702,-0.08220692321245437,0.17877950051025016,2,1,60,0,0.0,False
session_0003,3,2024-01-01 13:03:00,1.837515899382371,0.7135586910018554,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.17832986635117135,0.14807376680941559,0.8245440286806586,0.7151090012504697,-0.11191159361470049,0.4012659863241266,3,2,90,2,-0.1,False
session_0003,4,2024-01-01 13:04:00,1.7156345933400083,0.7135586910018554,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.17832986635117135,0.14807376680941559,0.8245440286806586,0.7858981185598196,0.07078911730934989,0.16082490523645254,4,3,120,2,0.04157823461869978,False
session_0003,5,2024-01-01 13:05:00,1.720229317229171,0.7135586910018554,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.17832986635117135,0.14807376680941559,0.8245440286806586,0.8051377928506619,0.01923967429084228,0.060189738356187954,5,3,150,0,0.03847934858168456,False
session_0003,6,2024-01-01 13:06:00,1.720229317229171,0.6903828391143704,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.17832986635117135,0.14807376680941559,0.8245440286806586,0.7980255117169284,-0.007112281133733522,0.15497189827725125,6,3,180,0,0.0,False
session_0003,7,2024-01-01 13:07:00,1.720229317229171,0.6903828391143704,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.18737884451395875,0.14807376680941559,0.8245440286806586,0.8455914055318269,0.04756589381489851,0.19324638242863634,7,3,210,0,0.09513178762979702,False
session_0003,8,2024-01-01 13:08:00,1.720229317229171,0.6903828391143704,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.18737884451395875,0.14807376680941559,0.8245440286806586,0.8198108209474229,-0.02578058458440402,0.24347632031105831,8,4,240,3,-0.1,False
session_0003,9,2024-01-01 13:09:00,1.751789817588205,0.6903828391143704,0.23447549452711486,2.8068453996492937,1.2782875405796736,0.38955743109847585,0.1632074592665928,2.078670163532781,1.0604865933105652,0.18737884451395875,0.14807376680941559,0.8245440286806586,0.89131662003339,0.0715057990859671,0.16588572297654727,9,5,270,3,0.0430115981719342,True
session_0004,0,2024-01-01 14:00:00,1.8016084306640168,0.5618642944032355,-0.05245705843579179,1.1755338418585295,1.1388231295602649,0.5911586153479846,0.22049437905139496,1.4259591102182159,0.8717593444270372,0.34199741779854875,0.14760856814606782,2.5653264283234587,0.7956652490981607,0.6746096331273357,0.11888673275129036,0,0,0,0,1.3492192662546714,False
