t,gear_choice,motor_pwm,accel_ramp_s,pid_p,pid_d,cpg_freq_hz,cpg_amp,cpg_phase_deg,speed_mps,penalised_fitness,overcurrent,overtemp,joint_limit,timeout,algo,note
24,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.131,1.131,False,False,False,False,safe-bo,
25,1,0.809698,1.453419,3.012113,0.978755,0.732119,0.855479,179.525039,0.446826,0.446826,False,False,False,False,safe-bo,
26,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.200772,1.200772,False,False,False,False,safe-bo,
27,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.16269,1.16269,False,False,False,False,safe-bo,
28,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.15825,1.15825,False,False,False,False,safe-bo,
29,1,0.370056,0.959728,2.196352,0.088088,1.608845,0.39571,179.823785,0.483345,0.483345,False,False,False,False,safe-bo,
30,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.117834,1.117834,False,False,False,False,safe-bo,
31,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.152072,1.152072,False,False,False,False,safe-bo,
32,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.176151,1.176151,False,False,False,False,safe-bo,
33,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.187642,1.187642,False,False,False,False,safe-bo,
34,1,0.706693,0.687482,3.186949,0.536269,1.554303,0.359939,196.814006,0.725575,0.725575,False,False,False,False,safe-bo,
35,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.172738,1.172738,False,False,False,False,safe-bo,
36,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.168886,1.168886,False,False,False,False,safe-bo,
37,1,0.665986,1.688018,2.382966,0.562129,1.890226,0.640233,196.840236,0.836786,0.836786,False,False,False,False,safe-bo,
38,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.128043,1.128043,False,False,False,False,safe-bo,
39,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.178487,1.178487,False,False,False,False,safe-bo,
40,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.116004,1.116004,False,False,False,False,safe-bo,
41,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.082842,1.082842,False,False,False,False,safe-bo,
42,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.143233,1.143233,False,False,False,False,safe-bo,
43,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.133966,1.133966,False,False,False,False,safe-bo,
44,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.18772,1.18772,False,False,False,False,safe-bo,
45,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.181368,1.181368,False,False,False,False,safe-bo,
46,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.124868,1.124868,False,False,False,False,safe-bo,
47,1,0.750131,1.360631,2.605273,0.9181,1.197183,0.978024,180.065659,0.566988,0.566988,False,False,False,False,safe-bo,
48,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.131374,1.131374,False,False,False,False,safe-bo,
49,1,0.90466,0.999627,2.762594,0.263863,2.161184,0.798908,197.574985,0.862244,0.862244,False,False,False,False,safe-bo,
50,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.152623,1.152623,False,False,False,False,safe-bo,
51,1,0.731295,0.927552,3.95797,0.526532,1.554901,0.337275,197.069104,0.559536,0.559536,False,False,False,False,safe-bo,
52,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.185999,1.185999,False,False,False,False,safe-bo,
53,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.180592,1.180592,False,False,False,False,safe-bo,
54,1,0.588268,1.301143,2.00064,0.688119,1.575719,0.612186,180.125232,0.758629,0.758629,False,False,False,False,safe-bo,
55,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.180938,1.180938,False,False,False,False,safe-bo,
56,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.175795,1.175795,False,False,False,False,safe-bo,
57,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.14263,1.14263,False,False,False,False,safe-bo,
58,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.139919,1.139919,False,False,False,False,safe-bo,
59,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.147341,1.147341,False,False,False,False,safe-bo,
60,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.17642,1.17642,False,False,False,False,safe-bo,
61,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.153936,1.153936,False,False,False,False,safe-bo,
62,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.231512,1.231512,False,False,False,False,safe-bo,
63,1,0.603878,1.686539,2.876399,0.47407,1.871076,0.473216,196.706464,0.667141,0.667141,False,False,False,False,safe-bo,
64,1,0.341644,1.340118,2.705706,0.106922,0.536607,0.107986,180.185658,0.125858,0.125858,False,False,False,False,safe-bo,
65,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.184494,1.184494,False,False,False,False,safe-bo,
66,1,0.905318,1.888649,3.412775,0.659466,1.629851,0.854353,196.775703,0.849313,0.849313,False,False,False,False,safe-bo,
67,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.176611,1.176611,False,False,False,False,safe-bo,
68,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.186514,1.186514,False,False,False,False,safe-bo,
69,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.20423,1.20423,False,False,False,False,safe-bo,
70,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.158619,1.158619,False,False,False,False,safe-bo,
71,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.118751,1.118751,False,False,False,False,safe-bo,
72,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.145478,1.145478,False,False,False,False,safe-bo,
73,1,0.4964,0.468744,3.941827,0.922311,1.558189,0.701663,196.920726,0.35388,0.35388,False,False,False,False,safe-bo,
74,1,0.642684,1.310129,2.595128,0.549377,0.997302,0.674412,179.644047,0.673885,0.673885,False,False,False,False,safe-bo,
75,1,0.882022,1.614495,2.025404,0.742145,1.191566,0.542936,179.288173,1.020235,1.020235,False,False,False,False,safe-bo,
76,1,0.925848,1.136232,2.727116,0.773018,1.632827,0.955815,197.428183,0.81326,0.81326,False,False,False,False,safe-bo,
77,1,0.335009,1.128007,1.349014,0.923403,1.336202,0.372178,179.255677,0.288547,0.288547,False,False,False,False,safe-bo,
78,1,0.459994,1.417206,3.452861,0.425293,1.624898,0.516513,197.682907,0.519073,0.519073,False,False,False,False,safe-bo,
79,1,0.769322,1.095944,2.88936,0.000116,1.829763,0.169341,196.465207,0.624945,0.624945,False,False,False,False,safe-bo,
80,1,0.887862,1.192003,2.27171,0.68503,2.72966,0.926771,196.742652,0.437449,0.437449,False,False,False,False,safe-bo,
81,1,0.801117,1.409879,3.198716,0.618581,1.318266,0.933724,134.149309,0.732814,0.732814,False,False,False,False,safe-bo,
82,1,0.72465,0.978002,2.224676,0.635974,0.962317,0.436244,197.294376,0.738735,0.738735,False,False,False,False,safe-bo,
83,1,0.87542,1.399372,2.205985,0.69913,1.20217,0.933758,197.780263,0.823187,0.823187,False,False,False,False,safe-bo,
84,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.136492,1.136492,False,False,False,False,safe-bo,
85,1,0.91495,0.870822,4.219438,0.405489,2.166853,0.828843,197.035679,0.528455,0.528455,False,False,False,False,safe-bo,
86,1,0.483526,0.95898,2.154489,0.013621,1.343576,0.91514,196.523613,0.509498,0.509498,False,False,False,False,safe-bo,
87,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.159332,1.159332,False,False,False,False,safe-bo,
88,1,0.755475,0.890552,1.88601,0.320183,2.12227,0.025023,197.431797,0.467947,0.467947,False,False,False,False,safe-bo,
89,1,0.373399,1.237916,2.23688,0.253453,0.691373,0.276147,179.567465,0.270291,0.270291,False,False,False,False,safe-bo,
90,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.15263,1.15263,False,False,False,False,safe-bo,
91,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.106201,1.106201,False,False,False,False,safe-bo,
92,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.128966,1.128966,False,False,False,False,safe-bo,
93,1,0.633482,1.71719,1.411408,0.712192,2.473037,0.918287,197.101478,0.337266,0.337266,False,False,False,False,safe-bo,
94,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.173913,1.173913,False,False,False,False,safe-bo,
95,1,0.762187,1.095917,2.31485,0.701257,1.060348,0.866502,133.930497,0.784985,0.784985,False,False,False,False,safe-bo,
96,1,0.754721,0.947408,1.546371,0.317177,0.875881,0.495122,196.903989,0.822272,0.822272,False,False,False,False,safe-bo,
97,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.169281,1.169281,False,False,False,False,safe-bo,
98,1,0.48125,1.515557,3.796506,0.769968,2.17503,0.865558,196.489078,0.266133,0.266133,False,False,False,False,safe-bo,
99,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.193982,1.193982,False,False,False,False,safe-bo,
100,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.188241,1.188241,False,False,False,False,safe-bo,
101,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.169651,1.169651,False,False,False,False,safe-bo,
102,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.131112,1.131112,False,False,False,False,safe-bo,
103,1,0.945111,1.117231,0.893616,0.856649,0.720113,0.208157,196.597279,0.496505,0.496505,False,False,False,False,safe-bo,
104,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.172871,1.172871,False,False,False,False,safe-bo,
105,1,0.516303,1.589948,1.334896,0.451514,1.09822,0.452446,180.042329,0.638344,0.638344,False,False,False,False,safe-bo,
106,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.160543,1.160543,False,False,False,False,safe-bo,
107,1,0.823735,0.393473,2.107473,0.808455,0.61786,0.277745,197.200832,0.542581,0.542581,False,False,False,False,safe-bo,
108,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.150674,1.150674,False,False,False,False,safe-bo,
109,1,0.68633,1.294664,2.242782,0.192908,1.981911,0.175822,133.883285,0.648108,0.648108,False,False,False,False,safe-bo,
110,1,0.976808,1.461014,2.514042,0.502468,1.941087,0.975673,179.397014,0.888321,0.888321,False,False,False,False,safe-bo,
111,1,0.420108,1.454377,0.633532,0.781061,1.288551,0.248211,179.834577,0.28991,0.28991,False,False,False,False,safe-bo,
112,1,0.624615,0.964113,2.389155,0.219581,1.143878,0.665093,180.199915,0.773583,0.773583,False,False,False,False,safe-bo,
113,1,0.47689,1.719692,1.607956,0.811575,1.558739,0.892054,197.139397,0.45671,0.45671,False,False,False,False,safe-bo,
114,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.204139,1.204139,False,False,False,False,safe-bo,
115,1,0.649191,0.762495,1.352474,0.57805,2.45504,0.153177,197.271839,0.349595,0.349595,False,False,False,False,safe-bo,
116,1,0.452306,1.248096,1.977385,0.733276,0.539949,0.246839,196.367272,0.272444,0.272444,False,False,False,False,safe-bo,
117,1,0.773796,1.394778,1.119288,0.382494,1.152888,0.946964,196.691672,0.668766,0.668766,False,False,False,False,safe-bo,
118,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.182769,1.182769,False,False,False,False,safe-bo,
119,1,0.491437,1.350351,2.50767,0.307094,1.936694,0.485472,134.334453,0.622716,0.622716,False,False,False,False,safe-bo,
120,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.144942,1.144942,False,False,False,False,safe-bo,
121,1,0.736895,1.381803,1.198141,0.956378,0.811359,0.289131,180.436206,0.412758,0.412758,False,False,False,False,safe-bo,
122,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.161371,1.161371,False,False,False,False,safe-bo,
123,1,0.506395,0.923159,1.75213,0.633493,1.670145,0.013475,196.97195,0.379623,0.379623,False,False,False,False,safe-bo,
124,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.129787,1.129787,False,False,False,False,safe-bo,
125,1,0.551932,1.164892,2.243019,0.890049,1.640317,0.279302,196.957524,0.468884,0.468884,False,False,False,False,safe-bo,
126,1,0.748962,0.566927,1.87534,0.297171,1.715772,0.171776,197.457818,0.768147,0.768147,False,False,False,False,safe-bo,
127,1,0.868187,0.747173,3.030244,0.011021,1.37021,0.28665,181.162107,0.8241,0.8241,False,False,False,False,safe-bo,
128,1,0.83703,1.790282,2.910999,0.337898,1.928444,0.938845,198.042884,0.767069,0.767069,False,False,False,False,safe-bo,
129,1,0.434128,1.115873,4.151765,0.25592,2.495399,0.389151,197.244414,0.184188,0.184188,False,False,False,False,safe-bo,
130,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.124201,1.124201,False,False,False,False,safe-bo,
131,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.168038,1.168038,False,False,False,False,safe-bo,
132,1,0.589064,1.425397,1.890565,0.601437,1.953327,0.043136,179.617092,0.338197,0.338197,False,False,False,False,safe-bo,
133,1,0.674364,1.469365,2.881935,0.111654,0.864935,0.887634,133.901233,0.60836,0.60836,False,False,False,False,safe-bo,
134,1,0.403303,0.990681,1.292521,0.617851,0.618797,0.208812,197.451134,0.233794,0.233794,False,False,False,False,safe-bo,
135,1,0.46914,1.872588,2.568957,0.49902,0.717426,0.633917,133.422612,0.511019,0.511019,False,False,False,False,safe-bo,
136,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.169865,1.169865,False,False,False,False,safe-bo,
137,1,0.780564,1.356836,2.733643,0.045383,1.741841,0.412739,180.013392,0.941499,0.941499,False,False,False,False,safe-bo,
138,1,0.75339,0.929125,3.52587,0.288444,2.853572,0.72183,197.228464,0.226833,0.226833,False,False,False,False,safe-bo,
139,1,0.602861,1.351792,3.325551,0.494248,2.288451,0.743229,179.570426,0.447249,0.447249,False,False,False,False,safe-bo,
140,1,0.560055,0.623772,2.993061,0.190813,1.056432,0.455364,180.827824,0.614505,0.614505,False,False,False,False,safe-bo,
141,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.213811,1.213811,False,False,False,False,safe-bo,
142,1,0.912587,1.922172,1.848668,0.463478,1.34979,0.208413,197.21728,0.883189,0.883189,False,False,False,False,safe-bo,
143,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.191158,1.191158,False,False,False,False,safe-bo,
144,1,0.866506,0.933373,2.626814,0.588165,1.35372,0.823451,132.958311,1.030441,1.030441,False,False,False,False,safe-bo,
145,1,0.708923,0.236525,3.115407,0.305041,1.415754,0.040954,181.132261,0.496092,0.496092,False,False,False,False,safe-bo,
146,1,0.817334,0.936435,3.269711,0.140737,2.001695,0.902592,134.565601,0.713127,0.713127,False,False,False,False,safe-bo,
147,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.163002,1.163002,False,False,False,False,safe-bo,
148,1,0.775715,1.073796,2.321639,0.587815,0.740506,0.685152,181.114997,0.704281,0.704281,False,False,False,False,safe-bo,
149,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.123994,1.123994,False,False,False,False,safe-bo,
150,1,0.505891,1.665519,1.261692,0.839229,1.983502,0.517126,179.167706,0.469426,0.469426,False,False,False,False,safe-bo,
151,1,0.319067,1.759422,1.668169,0.279381,2.822279,0.884996,197.152817,0.0,-2.0,True,True,True,True,safe-bo,
152,1,0.884786,1.945907,3.339094,0.215402,0.752345,0.239205,180.436082,0.557287,0.557287,False,False,False,False,safe-bo,
153,1,0.58402,1.089664,1.55856,0.102438,1.837631,0.346373,180.228427,0.714485,0.714485,False,False,False,False,safe-bo,
154,1,0.803369,1.168224,2.345594,0.784001,1.614791,0.040441,196.285051,0.484285,0.484285,False,False,False,False,safe-bo,
155,1,0.882664,0.386493,2.659249,0.969783,2.143421,0.495693,197.359283,0.64342,0.64342,False,False,False,False,safe-bo,
156,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.11437,1.11437,False,False,False,False,safe-bo,
157,1,0.740054,0.869539,3.238113,0.275111,2.074054,0.603159,179.023688,0.715324,0.715324,False,False,False,False,safe-bo,
158,1,0.605212,1.41466,1.251566,0.656899,1.562506,0.072769,178.733673,0.428916,0.428916,False,False,False,False,safe-bo,
159,1,0.994324,0.283744,3.387668,0.802246,1.155732,0.550583,196.705851,0.859526,0.859526,False,False,False,False,safe-bo,
160,1,0.459913,1.133411,2.17556,0.144365,2.123207,0.487338,180.17217,0.543232,0.543232,False,False,False,False,safe-bo,
161,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.160115,1.160115,False,False,False,False,safe-bo,
162,1,0.893466,0.145675,3.166862,0.486096,1.704972,0.023405,181.714718,0.47117,0.47117,False,False,False,False,safe-bo,
163,1,0.866374,1.221448,1.7848,0.068985,2.24417,0.324774,133.548189,0.759245,0.759245,False,False,False,False,safe-bo,
164,1,0.51552,1.162603,3.872185,0.419292,1.096455,0.621494,180.301118,0.452186,0.452186,False,False,False,False,safe-bo,
165,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.17619,1.17619,False,False,False,False,safe-bo,
166,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.140431,1.140431,False,False,False,False,safe-bo,
167,1,0.407952,1.902633,2.310113,0.222882,1.709826,0.603445,198.335401,0.598462,0.598462,False,False,False,False,safe-bo,
168,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.164077,1.164077,False,False,False,False,safe-bo,
169,1,0.529589,0.93279,0.705661,0.513554,0.799688,0.390692,196.466561,0.432415,0.432415,False,False,False,False,safe-bo,
170,1,0.854616,0.359244,2.902379,0.572033,0.982233,0.745943,132.902535,0.893282,0.893282,False,False,False,False,safe-bo,
171,1,0.484707,1.011392,3.595428,0.079413,1.989509,0.592547,197.910287,0.447777,0.447777,False,False,False,False,safe-bo,
172,1,0.829103,1.435201,4.015746,0.393938,1.73847,0.977361,179.341643,0.537825,0.537825,False,False,False,False,safe-bo,
173,1,0.384099,1.236274,1.841107,0.282535,1.089321,0.712142,196.837098,0.551603,0.551603,False,False,False,False,safe-bo,
174,1,0.605873,1.581826,1.253858,0.044201,2.238287,0.541169,133.986231,0.571296,0.571296,False,False,False,False,safe-bo,
175,1,0.712539,1.041702,2.536648,0.327847,0.688963,0.322559,180.12495,0.563433,0.563433,False,False,False,False,safe-bo,
176,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.164799,1.164799,False,False,False,False,safe-bo,
177,1,0.543592,1.153069,2.380896,0.789178,1.68226,0.856339,132.577273,0.600308,0.600308,False,False,False,False,safe-bo,
178,1,0.490388,1.529559,1.603417,0.592964,1.032512,0.169874,178.941872,0.395526,0.395526,False,False,False,False,safe-bo,
179,1,0.616794,1.675021,3.144134,0.151733,1.303548,0.440777,181.439858,0.708327,0.708327,False,False,False,False,safe-bo,
180,1,0.917928,1.991488,2.808696,0.56054,1.477463,0.482288,181.725167,1.161376,1.161376,False,False,False,False,safe-bo,
181,1,0.42264,1.645154,3.853509,0.875557,2.018881,0.672808,179.617504,0.244892,0.244892,False,False,False,False,safe-bo,
182,1,0.928777,1.159609,1.80013,0.278217,0.946469,0.403566,179.947723,0.97308,0.97308,False,False,False,False,safe-bo,
183,1,0.807634,0.834959,2.212355,0.406533,2.342607,0.819109,197.750014,0.69089,0.69089,False,False,False,False,safe-bo,
184,1,0.594024,1.630253,1.565567,0.920346,1.030168,0.908452,196.589044,0.453031,0.453031,False,False,False,False,safe-bo,
185,1,0.346327,1.815015,2.424019,0.705721,0.95009,0.377178,133.757877,0.310416,0.310416,False,False,False,False,safe-bo,
186,1,0.327313,1.440882,2.604237,0.035717,0.646516,0.841553,133.995412,0.275503,0.275503,False,False,False,False,safe-bo,
187,1,0.617545,0.123749,1.084957,0.312848,2.007416,0.775495,197.17233,0.631057,0.631057,False,False,False,False,safe-bo,
188,1,0.988987,1.076941,1.500556,0.525103,1.716779,0.798136,195.65947,1.16551,1.16551,False,False,False,False,safe-bo,
189,1,0.996319,1.640675,0.916936,0.67269,2.245183,0.450597,196.662924,0.781666,0.781666,False,False,False,False,safe-bo,
