t,gear_choice,motor_pwm,accel_ramp_s,pid_p,pid_d,cpg_freq_hz,cpg_amp,cpg_phase_deg,speed_mps,penalised_fitness,overcurrent,overtemp,joint_limit,timeout,algo,note
34,1,0.706693,0.687482,3.186949,0.536269,1.554303,0.359939,196.814006,1.60263,1.60263,False,False,False,False,safe-bo,
35,1,0.752905,1.718868,3.504368,0.696616,1.09821,0.990573,178.867003,1.764275,1.764275,False,False,False,False,safe-bo,
36,1,0.829716,0.78217,4.269742,0.160955,1.495682,0.69546,196.93104,1.683687,1.683687,False,False,False,False,safe-bo,
37,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.669763,1.669763,False,False,False,False,safe-bo,
38,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,2.086765,2.086765,False,False,False,False,safe-bo,
39,1,0.98623,1.222985,2.790693,0.538614,1.202533,0.482842,180.147729,1.758837,1.758837,False,False,False,False,safe-bo,
40,2,0.859547,0.78949,2.123322,0.339672,1.604291,0.468519,264.415207,1.926825,1.926825,False,False,False,False,CMA-ES,
41,2,0.770823,1.140006,1.869287,0.601473,1.181226,0.58771,214.575293,1.405981,1.405981,False,False,False,False,CMA-ES,
42,2,0.593379,1.076785,3.340309,0.510601,2.012619,0.434198,62.893942,1.618355,1.618355,False,False,False,False,CMA-ES,
43,2,0.708171,0.320011,3.851615,0.386107,1.29644,0.713261,180.708072,1.759946,1.759946,False,False,False,False,CMA-ES,
44,2,0.712595,0.797718,0.535256,0.616893,1.872286,0.410656,134.722991,1.773936,1.773936,False,False,False,False,CMA-ES,
45,2,0.454527,0.635056,4.130581,0.640092,1.483983,0.492321,196.720836,2.110528,2.110528,False,False,False,False,CMA-ES,
46,2,0.691813,1.258604,2.477348,0.568801,1.994714,0.561993,198.989829,1.986915,1.986915,False,False,False,False,CMA-ES,
47,2,0.611178,0.599036,2.911813,0.295015,1.977254,0.49895,160.813398,1.608083,1.608083,False,False,False,False,CMA-ES,
48,2,0.791048,1.033406,1.434457,0.397451,1.619056,0.38991,107.759516,1.945281,1.945281,False,False,False,False,CMA-ES,
